"gene_id","symbol","biotype","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000099732","Gm17752","processed_pseudogene",0.555238705245732,-0.0268698190111488,0.367319581112386,0.658191644463816,NA
"ENSMUSG00000101687","Gm4854","processed_pseudogene",0.599502074042857,0.0592094327232014,0.371762801206673,0.329551806249401,NA
"ENSMUSG00000078184","Rbm8a2","protein_coding",40.4863510516403,0.215604742008193,0.246681646014966,0.251075553432462,0.417197287344921
"ENSMUSG00000033007","Asic4","protein_coding",1.67295127861918,-0.106369778454864,0.379327541681047,0.263587455806197,NA
"ENSMUSG00000086235","Gm16284","processed_pseudogene",6.92575949889462,0.0223472611085352,0.327722011569216,0.883325105902712,0.93446802769957
"ENSMUSG00000084353","Gm15452","processed_pseudogene",117.611664911356,-0.255727979317778,0.17599744846481,0.0982066888803373,0.206074447479347
"ENSMUSG00000103933","Gm36964","processed_pseudogene",5.27010520112155,0.0400181424510378,0.3294488329334,0.796289426826828,0.881769314361517
"ENSMUSG00002075967","Gm54706","miRNA",6.11683174919692,0.137097662126339,0.355036389752399,0.39041466182002,0.567002143236273
"ENSMUSG00000066693","Gm7493","processed_pseudogene",3.62948914164823,-0.0218046017231458,0.344719163215374,0.861129277078019,0.921303200488708
"ENSMUSG00000101571","Gm6187","processed_pseudogene",0.521825049794111,0.0135324992157191,0.367498281276113,0.772058876614238,NA
"ENSMUSG00000102272","Gm7512","processed_pseudogene",1.40944677726924,-0.0319296753395312,0.358216795465822,0.740084032957807,NA
"ENSMUSG00000103411","Gm18300","processed_pseudogene",2.13278279592764,-0.12854814764064,0.384157969322941,0.238465416095266,NA
"ENSMUSG00000061024","Rrs1","protein_coding",1862.59383368567,-0.094649870425237,0.0866420460861475,0.257779590648145,0.425480192822626
"ENSMUSG00000102030","Gm29106","protein_coding",4.49400944929775,-0.0171857536836572,0.34143811787083,0.896637555131965,0.941914420339312
"ENSMUSG00000025911","Adhfe1","protein_coding",2012.96433483808,-1.05899339936683,0.0573559403178582,4.50367254623626e-77,6.2305092768217e-75
"ENSMUSG00000081441","Gm6161","processed_pseudogene",597.425154333148,-0.0406878214524046,0.0763864166747708,0.583949773449864,0.732082284431158
"ENSMUSG00000067879","Vxn","protein_coding",1.06732908071434,0.0479723110796835,0.368009826024047,0.476570049767417,NA
"ENSMUSG00000057335","Cep170","protein_coding",1971.98796992363,0.298157625416826,0.114196938345425,0.00585577420905365,0.0191325794573951
"ENSMUSG00000103634","3110062G12Rik","TEC",2.18017696052447,0.0622990970246245,0.361676631137764,0.548925135774349,NA
"ENSMUSG00000104154","Gm38104","TEC",10.9372866008171,-0.00828178964798597,0.316557375669406,0.957371652773763,0.977063930485794
"ENSMUSG00000103435","Gm36992","lncRNA",2.3592865603426,-0.124881373912189,0.375283313743975,0.314989847220377,NA
"ENSMUSG00000100551","Gm19503","processed_pseudogene",72.429999043063,-0.0893999121082635,0.208072855019307,0.604370516655959,0.748511702882562
"ENSMUSG00000025912","Mybl1","protein_coding",72.0958778138262,0.230262808336031,0.205086621785967,0.183788028553801,0.334518046896911
"ENSMUSG00000045210","Vcpip1","protein_coding",1531.08310963412,0.0829037492600352,0.0851486450903256,0.313222410412349,0.486955502076286
"ENSMUSG00000041763","Tpp2","protein_coding",2785.26092376325,0.0697263785747757,0.0730738081518543,0.314845768448751,0.488744976104399
"ENSMUSG00000026504","Sdccag8","protein_coding",248.726493063622,0.329869880804672,0.117545020144868,0.00310085552283609,0.0109673794313896
"ENSMUSG00000047343","Mettl21c","protein_coding",2.42143441405452,-0.0314602026194944,0.34843048925452,0.792787666467835,NA
"ENSMUSG00000102211","Gm37490","TEC",0.83896161685856,0.0405854195213252,0.366951654133083,0.587594688307828,NA
"ENSMUSG00000087082","Gm15423","lncRNA",0.568483148938033,0.051658562836049,0.373898990027154,0.321737762839228,NA
"ENSMUSG00000103251","Gm37519","TEC",2.71627191876728,0.0939621874313006,0.369217387968946,0.386609032727058,NA
"ENSMUSG00000091844","Gm8251","protein_coding",10.5262349352083,-0.0818907931183894,0.337535168829321,0.599803598755419,0.744822472314865
"ENSMUSG00000026483","Niban1","protein_coding",5.39811774922399,0.150408054355698,0.373714104817804,0.310403221610104,0.483932189981848
"ENSMUSG00000019699","Akt3","protein_coding",294.798599684848,0.24681216783604,0.139164801894583,0.0552857965696649,0.129948459704038
"ENSMUSG00000104391","Gm37960","TEC",1.32854766089606,0.0484775687816267,0.363268936756448,0.581165101289078,NA
"ENSMUSG00000103646","Gm37706","TEC",0.600974310353506,-0.0133079008143756,0.370151809309204,0.824497903352017,NA
"ENSMUSG00000097892","Gm26801","lncRNA",1.33715095617562,0.0553969311299405,0.368053423894746,0.453123019028916,NA
"ENSMUSG00000063659","Zbtb18","protein_coding",813.316763719961,-0.552916269036068,0.0670820754196636,5.69929499956448e-17,9.68280224136534e-16
"ENSMUSG00000026049","Tex30","protein_coding",111.20215153801,-0.282859942827819,0.180690519523132,0.0738680570467994,0.164388892207562
"ENSMUSG00000043019","Edem3","protein_coding",2041.76695742585,0.131525517665017,0.0794975277072912,0.0905717723707688,0.193812185093034
"ENSMUSG00000032666","1700025G04Rik","protein_coding",146.329746114641,-0.029768888241785,0.15684339880997,0.832528154167543,0.904408254170838
"ENSMUSG00000015961","Adss","protein_coding",1903.73101119481,0.0952258565248742,0.05230646506123,0.0723609091668727,0.161604277841922
"ENSMUSG00000089657","Gm16585","processed_pseudogene",1.60290345961661,0.0261005381717769,0.360773553379836,0.755479846122914,NA
"ENSMUSG00000014980","Tsen15","protein_coding",192.851503431119,0.342013501878081,0.123315449066557,0.00312743429819055,0.0110512949256257
"ENSMUSG00000026235","Epha4","protein_coding",21.2072505772498,1.91147870894947,0.485748610328883,5.89646306952439e-06,3.51934350479348e-05
"ENSMUSG00000032649","Colgalt2","protein_coding",3.2509365660443,2.27839823989656,1.17595590792239,0.00235826619607517,0.0086032962300968
"ENSMUSG00000026047","Poglut2","protein_coding",510.330083790865,0.57918502729254,0.081343469869972,3.30542600253142e-13,4.28510648039013e-12
"ENSMUSG00000091476","Catspere2","protein_coding",24.3018606697017,0.143192354642521,0.249863235497889,0.447819375189935,0.620589987026235
"ENSMUSG00000104097","Gm37313","unprocessed_pseudogene",3.37434616549782,-0.152205006948599,0.392227409164437,0.208472460592088,0.364314230510472
"ENSMUSG00000102493","Gm8010","unprocessed_pseudogene",11.1324081995466,-0.0422678297606369,0.300981275055019,0.809247821465521,0.890793509868952
"ENSMUSG00000004872","Pax3","protein_coding",1.26405693629858,-0.196583775726675,0.438677801286443,0.0270756220572574,NA
"ENSMUSG00000041684","Bivm","protein_coding",475.917408935094,0.23438439335831,0.078837828533729,0.00228791606193162,0.00837504409138002
"ENSMUSG00000032908","Sgpp2","protein_coding",9.15479149566965,-0.0207284337322299,0.299155101986244,0.905961508788489,0.946881576936779
"ENSMUSG00000026502","Desi2","protein_coding",1392.53227182599,0.0545090480270171,0.0679138767599499,0.425180686169685,0.600123854375052
"ENSMUSG00000103958","Gm8023","processed_pseudogene",0.921120737613366,-0.0558413867174943,0.369816781284291,0.400795870333982,NA
"ENSMUSG00000104126","Gm37486","processed_pseudogene",317.466122098672,0.0262977781547446,0.112767160939108,0.807552228624073,0.889786754123964
"ENSMUSG00000026500","Cox20","protein_coding",26.145004568849,-0.286713283578514,0.29127186613774,0.163133350165381,0.30571521296595
"ENSMUSG00000026048","Ercc5","protein_coding",720.388405234348,0.339045977626064,0.0759379325261859,4.66702995192225e-06,2.83446334615335e-05
"ENSMUSG00000046828","Mettl21e","protein_coding",2.47526238183593,0.143258014028264,0.382011891941242,0.28442846866557,NA
"ENSMUSG00000089703","Gm15833","processed_pseudogene",1.33589077651152,-0.0226344535893088,0.361958227142277,0.781082074607467,NA
"ENSMUSG00000101567","Txn-ps1","processed_pseudogene",460.035449898666,-0.0121875535779796,0.115374153832485,0.902376242292628,0.945188367999693
"ENSMUSG00000026245","Farsb","protein_coding",1962.78911803288,-0.134604778818335,0.0551152480042472,0.0135812976924427,0.0399578571634863
"ENSMUSG00000101798","Gm28995","unprocessed_pseudogene",1.89625595108322,-0.0902503681113491,0.370303508666218,0.377298210407173,NA
"ENSMUSG00000104018","4833412K13Rik","TEC",16.2642699494081,-0.152022029576978,0.294042020488943,0.429307574507329,0.604098634209008
"ENSMUSG00000090486","BC035947","protein_coding",11.0984084714937,0.199819850317191,0.334134281335875,0.305302297510805,0.478560610083302
"ENSMUSG00000026482","Rgl1","protein_coding",1818.48745566398,-0.158521994469948,0.085716661473233,0.0554961679167038,0.130307114785839
"ENSMUSG00000086145","Gm15479","lncRNA",1.84788829426911,-0.154479949519586,0.40901371169023,0.064088977628003,NA
"ENSMUSG00000080950","Gm7278","processed_pseudogene",32.5953419080741,0.232624836966029,0.277247305417823,0.242218352196425,0.406735308248687
"ENSMUSG00000012187","Mogat1","protein_coding",58.9184932998725,-0.70872958591523,0.237687571368502,0.000518360347156277,0.002187754021295
"ENSMUSG00000008475","Arpc5","protein_coding",3903.07674500232,0.083092791171068,0.0581642636175894,0.156656653585069,0.296070068953514
"ENSMUSG00000099364","5730419F03Rik","lncRNA",0.695481273524443,0.104524079818997,0.386415251736179,0.145271948989197,NA
"ENSMUSG00000056870","Gulp1","protein_coding",459.268420333988,0.649881726660282,0.0824494239620111,9.09094803823288e-16,1.40971562533622e-14
"ENSMUSG00000102319","Gm37626","TEC",3.66195432954145,0.041764071348714,0.34673900604972,0.752011043655029,0.852614337821265
"ENSMUSG00000089877","Gm16102","processed_pseudogene",1.77286294051657,-0.102563230711983,0.374715600807727,0.321775998880125,NA
"ENSMUSG00000101701","4930521E06Rik","lncRNA",0.844432889932699,-0.00011956236746624,0.362649967687262,0.967215989573672,NA
"ENSMUSG00000101937","Gm5268","processed_pseudogene",1.92190142876891,-0.0931763760047308,0.369179462296133,0.388958788234871,NA
"ENSMUSG00000039630","Hnrnpu","protein_coding",14505.3594407887,-0.0686766655505088,0.0545219987673473,0.204312365186221,0.359672958455438
"ENSMUSG00000104279","Gm38300","TEC",24.3800035230115,0.168160235212875,0.287033795388573,0.38556883079344,0.56228358825393
"ENSMUSG00000026495","Efcab2","protein_coding",76.4109273045183,-0.0676642040889073,0.158768082901428,0.634847500468111,0.772538727636741
"ENSMUSG00000032883","Acsl3","protein_coding",1745.02016776993,-0.954438812118793,0.0563777205046591,3.53654537366762e-65,3.742940480721e-63
"ENSMUSG00000026480","Ncf2","protein_coding",3.28913081364243,-0.129556818076798,0.367914283778549,0.354104120261087,0.530386012386376
"ENSMUSG00000026494","Kif26b","protein_coding",75.3732392342506,0.509325572085427,0.21083448103468,0.00497503955895502,0.0165874619001275
"ENSMUSG00000025915","Sgk3","protein_coding",312.671189148143,0.529522298827023,0.0990304059458305,3.22492516452636e-08,2.57356203488037e-07
"ENSMUSG00000079470","Utp14b","protein_coding",482.741223318715,-1.00642114599863,0.127138256182206,3.1887270389556e-16,5.09985675396301e-15
"ENSMUSG00000099377","Gm6159","processed_pseudogene",127.159898440111,0.166079895462305,0.134113649353463,0.186207870229829,0.337432076217377
"ENSMUSG00000072978","Gm5830","processed_pseudogene",141.163019936772,0.040598772843828,0.150366704068765,0.767071692085696,0.861804311869352
"ENSMUSG00000046334","Gm6195","processed_pseudogene",84.9878180697211,0.0895452861102704,0.150985572756213,0.516326374948059,0.679454357249219
"ENSMUSG00000050711","Scg2","protein_coding",6.48906052407396,0.0964236588656976,0.337285142406965,0.547653429488247,0.704266092711531
"ENSMUSG00000055067","Smyd3","protein_coding",213.939769804758,0.528557273099903,0.115993234844484,1.55999965041924e-06,1.00848041486382e-05
"ENSMUSG00000054702","Ap1s3","protein_coding",15.1534378216814,0.624427856768065,0.505083639574376,0.0286275964195857,0.0749269307370994
"ENSMUSG00000096474","Gm5561","processed_pseudogene",3.37132816707691,0.111633427929414,0.365941367601897,0.392399160429756,0.568861297844575
"ENSMUSG00000026492","Tfb2m","protein_coding",700.760849369358,-0.435809816431726,0.0722132780514152,7.24437243894983e-10,6.92883977272001e-09
"ENSMUSG00000082395","Gm15480","processed_pseudogene",2.12014630244372,0.00177137677419833,0.353093313797105,0.995133443298763,NA
"ENSMUSG00000038949","Cnst","protein_coding",1321.24188945649,-0.793408048332354,0.0738596612718292,1.20982404641708e-27,3.58285506590306e-26
"ENSMUSG00000026043","Col3a1","protein_coding",32099.3933228625,0.656355399132405,0.0474646760600379,1.3055531637879e-44,7.50325034903383e-43
"ENSMUSG00000046101","Mcmdc2","protein_coding",1.80552338047298,-0.0638731147399584,0.359819787153832,0.55021661897658,NA
"ENSMUSG00000099032","Tcf24","protein_coding",6.36911403424906,-0.340719778280451,0.448304565657598,0.108183428677156,0.22193588037487
"ENSMUSG00000038936","Sccpdh","protein_coding",697.471347861568,0.0873208231447293,0.0892969033513774,0.315179263738818,0.489016420739681
"ENSMUSG00000042772","Smg7","protein_coding",1732.41781141843,0.153952611424857,0.0865427959027392,0.0670153072917031,0.152020668965297
"ENSMUSG00000100394","Gm28791","lncRNA",1.34444865826444,0.0609043036004893,0.362214243312005,0.554302379717093,NA
"ENSMUSG00000100702","Gm8976","processed_pseudogene",0.520256357774374,-0.00130767285797862,0.367068319331641,0.959415017450493,NA
"ENSMUSG00000026042","Col5a2","protein_coding",6583.49392041993,0.586992916588498,0.0612114042507085,4.23413619896301e-22,9.83294363327524e-21
"ENSMUSG00000104476","Gm38211","TEC",3.76954217810684,0.277979848978922,0.457144566144097,0.114261872347133,0.231597167650656
"ENSMUSG00000073643","Wdfy1","protein_coding",1528.47295059099,0.332206111515262,0.0514456823879607,7.26798565444673e-11,7.73441462391892e-10
"ENSMUSG00000025916","Ppp1r42","protein_coding",2.48671616285137,-0.0607515920325669,0.354889650007065,0.602031816149101,NA
"ENSMUSG00000026248","Mrpl44","protein_coding",547.927673291171,-0.240727416834019,0.100951583498515,0.012427153186759,0.036972212430284
"ENSMUSG00000119658","Gm24674","snRNA",0.495931858435159,-0.0144507796709163,0.370463857388746,0.592344781984969,NA
"ENSMUSG00000026249","Serpine2","protein_coding",1030.71040578424,2.65159965816429,0.094455747084999,1.05298753640552e-174,8.15770504204086e-172
"ENSMUSG00000042751","Nmnat2","protein_coding",255.115179649821,1.2551565529864,0.112592976907197,8.6258470322965e-30,2.82205076556619e-28
"ENSMUSG00000067106","Gm5529","processed_pseudogene",833.513325164281,-0.279150284168424,0.106541638154621,0.0059429537727601,0.0193678493472686
"ENSMUSG00000100397","Gm28071","processed_pseudogene",131.586323290129,-0.180451078994184,0.155690587303327,0.199403298734282,0.35381571746596
"ENSMUSG00000118883","Gm23934","snRNA",3.98111738925732,0.0458302122282625,0.341695877218354,0.735486831725103,0.842258364301761
"ENSMUSG00000026491","Ahctf1","protein_coding",1741.23770741551,-0.0134860620486061,0.111690540818828,0.893999719533956,0.940112203710156
"ENSMUSG00000025917","Cops5","protein_coding",2793.75112821184,-0.0549885211423021,0.0699801581127746,0.446310120828819,0.619296061055492
"ENSMUSG00000104418","Gm37070","processed_pseudogene",21.2979497867431,-0.574172713977485,0.351489943563005,0.0207163826180253,0.0570341007172585
"ENSMUSG00000026479","Lamc2","protein_coding",91.6068906519579,-0.992455356022406,0.219239851686919,8.16314418591209e-07,5.4745074997488e-06
"ENSMUSG00000004364","Cul3","protein_coding",2798.63275395888,-0.104446400399005,0.044369648230144,0.0216224014007755,0.0591668084671121
"ENSMUSG00000103076","Gm37902","TEC",13.5596160186451,0.0344320406840624,0.285211725171838,0.852009039799309,0.915744233231577
"ENSMUSG00000103525","Gm37262","TEC",0.7349021964632,-0.0349722361323778,0.366306756247384,0.590110163130086,NA
"ENSMUSG00000026478","Lamc1","protein_coding",7557.70503729461,0.314138492258398,0.118520978561985,0.0045437550593699,0.0153369550348338
"ENSMUSG00000103818","Gm38009","TEC",1.74306933562346,-0.0197149520363354,0.358576278302803,0.825739260464335,NA
"ENSMUSG00000079138","Gm8818","processed_pseudogene",6.50476071170411,0.0445139161828638,0.323347557262664,0.784496577476817,0.873225845550057
"ENSMUSG00000042708","Shcbp1l","protein_coding",12.4620498329908,-0.0355536076655562,0.295226828715167,0.844188299592152,0.911282966586824
"ENSMUSG00000064435","Gm25588","snoRNA",0.731569445717842,-0.037569674041102,0.370824667080585,0.643042737382633,NA
"ENSMUSG00000103543","Gm37669","TEC",5.46951771947243,-0.145253168289882,0.369382901112684,0.329281883037593,0.504352037221994
"ENSMUSG00000099432","Gm18849","unprocessed_pseudogene",0.632849820860889,-0.0365276898032907,0.368846164610667,0.51353599601641,NA
"ENSMUSG00000041144","Dnah7b","protein_coding",10.5328585199764,0.925819554145742,0.495544980389164,0.00554476614435649,0.0182358686846488
"ENSMUSG00000042699","Dhx9","protein_coding",5990.08302506115,0.169994331468211,0.0735712256530709,0.0182041523861643,0.051142736207605
"ENSMUSG00000101262","Gm8326","processed_pseudogene",12.3382331758715,-0.00826459900055764,0.291174394712851,0.961216441777249,0.979266742640669
"ENSMUSG00000042684","Npl","protein_coding",1.80727663052677,0.151327930942919,0.389147981080819,0.231623627180927,NA
"ENSMUSG00000099858","Gm6652","processed_pseudogene",798.874295497541,0.763141535381756,0.0721494242989928,9.95784416307621e-27,2.82377050879151e-25
"ENSMUSG00000101337","Dnah7c","protein_coding",4.04541315742396,0.00413636419161264,0.336012451488653,0.971052433417272,0.984929987138103
"ENSMUSG00000025986","Slc39a10","protein_coding",705.021269066428,0.205009468003091,0.0983457844761165,0.0302533690418574,0.0784861365734454
"ENSMUSG00000100213","Gm28151","lncRNA",15.6328551048865,-0.0747332848412561,0.281038254613306,0.685290769851999,0.808522881974507
"ENSMUSG00000100160","Gm28527","processed_pseudogene",3.0014755550711,0.0840397840200341,0.353782558565215,0.529925988407739,NA
"ENSMUSG00000081185","Gm4852","processed_pseudogene",67.7917373313787,-0.0318739143083376,0.172693768911064,0.833457853855478,0.904885324856119
"ENSMUSG00000100033","Gm8337","processed_pseudogene",55.4469420524988,-0.0173141033977528,0.219231511491133,0.921047921539456,0.955926321763441
"ENSMUSG00000056763","Cspp1","protein_coding",968.75661571018,0.213773842430056,0.0990510029456384,0.0248971240699889,0.0666492742208079
"ENSMUSG00000100816","Gm28321","lncRNA",1.23180466549666,0.0781682808623414,0.373601911979959,0.315852007671644,NA
"ENSMUSG00000042671","Rgs8","protein_coding",0.974618289799372,0.0754663751053815,0.377554036815106,0.277432866676214,NA
"ENSMUSG00000026109","Tmeff2","protein_coding",9.38202723985613,-2.29372282836777,0.78489041119037,0.000270825687042596,0.00121335921967176
"ENSMUSG00000026475","Rgs16","protein_coding",5.22621897823953,0.0250363208001488,0.35436508541843,0.802557795277275,0.886257770807585
"ENSMUSG00000101242","Gm28319","lncRNA",1.62126182591514,-0.0894260648455321,0.375350558188783,0.307478566354416,NA
"ENSMUSG00000099924","Gm28320","lncRNA",1.64834167901994,0.0400875391629416,0.358936234301957,0.694276701979306,NA
"ENSMUSG00000045954","Cavin2","protein_coding",14138.7046461441,-0.614302021904264,0.0316293443593509,2.06927640532586e-84,3.367877766248e-82
"ENSMUSG00000101702","1700072G22Rik","lncRNA",1.8110467414021,-0.143271482598849,0.397304972548823,0.130218951990795,NA
"ENSMUSG00000066800","Rnasel","protein_coding",78.6154463259254,0.588495803799072,0.191093677590117,0.000555180042624369,0.00232743010076813
"ENSMUSG00000100183","Gm28512","lncRNA",2.48117214955624,0.0390757744626027,0.347668081123102,0.764566697929849,NA
"ENSMUSG00000067851","Arfgef1","protein_coding",1597.71486173995,-0.0413869805856666,0.114225423454952,0.718952737978956,0.831522550410631
"ENSMUSG00002076532","Gm54899","misc_RNA",0.796178988685344,-0.0293170122045662,0.366886716529864,0.625523359505427,NA
"ENSMUSG00000102556","Gm37569","TEC",0.542083588888218,-0.0338914652807127,0.370545742476037,0.667332248623496,NA
"ENSMUSG00000038608","Dock10","protein_coding",71.0214303881213,-0.873985020752304,0.273016485270904,0.000184264724054176,0.000856247402946567
"ENSMUSG00000042501","Cpa6","protein_coding",7.93986853671787,-0.0989598517950143,0.309577748051225,0.577618796819666,0.727488675822818
"ENSMUSG00000083422","Gm15604","processed_pseudogene",1.27857847469233,0.0342731133887233,0.370001403183617,0.698916285540522,NA
"ENSMUSG00000042641","Rgsl1","protein_coding",2.56649977290169,-0.491982207695388,0.936633532805217,0.0215721521931803,NA
"ENSMUSG00000100212","Gm5522","processed_pseudogene",5.83536842042632,0.10344775087084,0.360550371913696,0.433280125440941,0.607734680579355
"ENSMUSG00000099949","Gm29124","processed_pseudogene",1.58863266675116,-0.0396497205494091,0.358877122402851,0.687905350526475,NA
"ENSMUSG00000045968","Teddm2","protein_coding",24.5902133256124,-0.883139406849777,0.305934793185828,0.000482530746125694,0.00204948585328124
"ENSMUSG00000043282","Teddm1b","protein_coding",0.755455484095325,0.0300992841927736,0.369892366745609,0.736032523750247,NA
"ENSMUSG00000102459","Gm38352","TEC",1.00145398214122,-0.0639959393315817,0.371515925404515,0.360590462633804,NA
"ENSMUSG00000047053","Teddm1a","protein_coding",0.672073758007294,0.062841736631372,0.375023378468428,0.32690116131854,NA
"ENSMUSG00000026107","Nabp1","protein_coding",20743.9955058255,-0.877577119754253,0.0652780059015146,4.01430999730395e-42,2.14185002831358e-40
"ENSMUSG00000099413","Gm17767","lncRNA",3.98122987755306,-0.38680960525176,0.602140183651041,0.0498637985152377,0.119112240952531
"ENSMUSG00000101986","Gm6198","processed_pseudogene",0.714787100365193,0.110939373103996,0.38960370744469,0.109836291992416,NA
"ENSMUSG00000087008","Gm5530","processed_pseudogene",31.1120686848689,0.578282660170961,0.293660610960148,0.0112469138848803,0.0339299420751342
"ENSMUSG00000026473","Glul","protein_coding",17748.9500148094,-1.509577224224,0.0654950849653871,8.73640027238041e-119,2.86790848263498e-116
"ENSMUSG00000100502","Gm28286","lncRNA",5.73059190083627,-2.86715835653657,1.44291789590999,0.00256405170468801,0.00924777531031608
"ENSMUSG00000048960","Prex2","protein_coding",145.18161477247,1.81108026700032,0.222637526874717,3.172240943779e-17,5.48571094634925e-16
"ENSMUSG00000067158","Col4a4","protein_coding",6.38019743764051,0.148566359226313,0.348948475784366,0.383555616547935,0.560149689436013
"ENSMUSG00000079465","Col4a3","protein_coding",11.0136716395478,-0.0523794052075487,0.31337401311719,0.755661760729719,0.854636904047486
"ENSMUSG00000097564","C430014B12Rik","lncRNA",11.2926335108135,0.0324290538715971,0.305993067397573,0.848962470392898,0.914143833133355
"ENSMUSG00000096950","Gm9530","lncRNA",9.6563492148113,0.258019711775911,0.384561473952902,0.195214161614273,0.348985405403844
"ENSMUSG00000056708","Ier5","protein_coding",669.587945373754,0.160848813409861,0.10737990908454,0.117984950290756,0.237663288323594
"ENSMUSG00000026471","Mr1","protein_coding",425.248820336806,0.608678306595393,0.103549758724533,1.27166544465472e-09,1.18297869030128e-08
"ENSMUSG00000026470","Stx6","protein_coding",1256.03037871674,0.011846896099793,0.0628050117123579,0.866870802701179,0.925042587376785
"ENSMUSG00000101610","Gm7560","processed_pseudogene",5.11002888714985,-0.077292510426034,0.33294004238082,0.624872125573345,0.764385986743165
"ENSMUSG00000104181","Gm8850","processed_pseudogene",7.77328934754891,0.128272395039198,0.347645910428997,0.431803643965979,0.606205992518681
"ENSMUSG00000097628","Gm2383","processed_pseudogene",1.87956077747763,0.137951598214307,0.382803239627681,0.265322918991503,NA
"ENSMUSG00000033722","BC034090","protein_coding",7.63948601877772,-0.971396657421513,0.734813380313821,0.0110435340328964,0.0334100542251072
"ENSMUSG00000026150","Mff","protein_coding",1862.54506637731,-0.0401220932822432,0.0579379055755745,0.48347625432185,0.652014225175027
"ENSMUSG00000101450","Gm28941","lncRNA",17.0335805703441,0.32826723485565,0.372798788136055,0.134970515302203,0.264024738952941
"ENSMUSG00000026149","Tm4sf20","protein_coding",4.97008487002588,-0.154459149399384,0.385583565460237,0.255018006851455,0.421756362112457
"ENSMUSG00000114299","Gm47791","protein_coding",2.29114272534662,-0.112423589027553,0.374420648853228,0.325541493208891,NA
"ENSMUSG00000099771","Gm19257","processed_pseudogene",0.582440135369919,-0.00187846191427759,0.366178494610951,0.952469493539359,NA
"ENSMUSG00000026469","Xpr1","protein_coding",1168.73649184317,0.133833968267016,0.114686879167438,0.220814408420353,0.379647888352011
"ENSMUSG00000018417","Myo1b","protein_coding",627.85394409537,-0.0626528993414741,0.0765197378803056,0.398499887366738,0.574908440858025
"ENSMUSG00000100696","Gm8419","processed_pseudogene",4.67646418867477,0.166284078049972,0.367084550225679,0.313641262613933,0.48748928451221
"ENSMUSG00000072324","Gm8420","processed_pseudogene",6.04014475357262,-0.0338010208921964,0.317454308738049,0.836429782407874,0.906393555960147
"ENSMUSG00000026490","Cdc42bpa","protein_coding",3631.70085438109,0.0650649421860398,0.105633412414598,0.502637212137796,0.668250791095883
"ENSMUSG00000033701","Acbd6","protein_coding",902.113258565184,-0.250397716663679,0.0944865102036036,0.00588761073988934,0.0192198288909787
"ENSMUSG00000102194","Gm38169","TEC",1.12748778944796,0.027206950566945,0.361881990146023,0.751689904916125,NA
